StudentID,Name,StudyTimeWeekly,AttendanceRate,SleepHours,Failures,ParentalSupport,Extracurriculars,Tutoring,TestPrepCourse,PreviousGrade,FinalGrade,Pass
STU1308,Mary Taylor,22.0,86.4,6.1,0,1,1,0,0,78.7,63.8,1
STU1309,Margaret Martin,15.1,96.9,7.5,0,1,0,1,0,72.5,73.4,1
STU1310,Lisa Lopez,2.7,90.8,8.3,3,1,1,0,0,91.0,47.2,0
STU1311,Sarah Williams,23.4,70.4,4.9,0,1,0,0,0,59.6,54.7,0
STU1312,Margaret Smith,17.9,84.6,7.5,0,1,0,0,1,90.1,75.3,1
STU1313,James Jackson,17.6,87.1,6.7,0,1,1,1,0,82.6,70.1,1
STU1314,David Jones,7.0,84.3,7.1,1,2,1,0,0,60.1,47.1,0
STU1315,Barbara Williams,17.2,82.8,7.6,1,2,1,0,1,93.3,69.4,1
STU1316,James Smith,11.1,84.2,6.8,0,2,1,0,0,47.0,52.2,0
STU1317,Linda Martinez,17.0,57.4,6.9,0,2,0,0,0,63.6,51.9,0
STU1318,David Lopez,4.5,86.0,6.7,0,2,0,0,0,49.6,41.9,0
STU1319,Mark Gonzalez,17.1,74.7,8.2,1,0,1,0,0,77.5,54.8,0
STU1320,Barbara Wilson,25.0,64.5,7.5,1,1,1,0,1,64.0,55.6,0
STU1321,Mary Jackson,3.1,92.9,7.3,0,1,1,0,0,69.3,53.5,0
STU1322,Sarah Williams,24.5,93.5,5.5,0,2,0,0,0,79.0,71.0,1
STU1323,Daniel Taylor,11.4,78.3,6.5,0,1,1,0,0,62.7,53.2,0
STU1324,Betty Davis,22.0,98.0,8.1,0,2,0,0,1,84.6,86.9,1
STU1325,Mark Martinez,20.0,96.1,7.0,0,0,1,0,0,74.8,63.4,1
STU1326,Betty Johnson,15.0,90.0,7.8,0,1,1,1,0,60.1,60.5,1
STU1327,Charles Rodriguez,19.0,77.9,9.1,0,2,0,0,1,98.0,83.6,1
STU1328,Michael Brown,22.2,86.2,8.2,0,0,1,1,0,72.5,67.7,1
STU1329,Betty Lee,11.3,78.0,7.1,0,1,0,0,1,45.0,48.8,0
STU1330,Sarah Gonzalez,9.5,91.1,6.4,0,1,1,0,0,58.8,53.4,0
STU1331,David White,17.4,75.1,4.0,0,1,0,0,1,57.6,57.3,0
STU1332,Patricia Harris,20.6,83.4,6.8,0,2,1,0,0,86.5,71.1,1
STU1333,Christopher Harris,19.5,90.2,6.6,0,1,0,1,0,80.7,67.7,1
STU1334,Patricia Martinez,20.3,98.4,7.5,0,1,1,1,1,83.5,80.3,1
STU1335,Robert Rodriguez,12.0,77.0,6.8,0,0,1,1,0,64.4,49.7,0
STU1336,Lisa Williams,20.8,90.2,6.6,1,2,1,0,0,74.5,65.5,1
STU1337,Thomas Williams,4.8,63.6,4.9,0,1,0,0,0,56.5,31.9,0
STU1338,Jessica Brown,14.5,85.4,5.9,1,1,1,0,0,71.1,61.4,1
STU1339,Sarah Taylor,2.1,90.8,7.6,0,2,0,1,1,73.0,67.1,1
STU1340,Michael White,9.5,79.9,9.1,0,1,1,0,0,71.2,57.1,0
STU1341,Daniel Jones,10.4,95.3,6.9,0,2,0,0,1,76.3,70.3,1
STU1342,Barbara Taylor,11.1,79.7,7.4,0,1,1,0,0,74.5,51.3,0
STU1343,Daniel Gonzalez,18.0,68.3,8.1,0,1,0,0,0,82.9,74.2,1
STU1344,Daniel Harris,10.9,71.3,6.0,0,0,0,1,0,70.5,49.8,0
STU1345,John Rodriguez,12.3,86.7,7.4,1,2,0,0,1,74.8,59.2,0
STU1346,Sandra Taylor,7.5,83.9,6.1,0,2,1,0,1,80.5,56.2,0
STU1347,Thomas Martin,10.6,93.3,8.0,2,1,0,0,0,62.1,43.9,0
STU1348,Jessica Harris,7.2,68.3,7.2,1,1,1,1,1,53.4,38.7,0
STU1349,Nancy Gonzalez,3.7,74.3,7.4,0,2,1,0,0,47.5,41.2,0
STU1350,Anthony Jackson,15.9,86.7,6.1,0,1,1,1,0,75.6,63.6,1
STU1351,Thomas Brown,17.4,93.6,7.8,0,2,1,0,1,53.3,59.5,0
STU1352,Barbara Rodriguez,16.2,90.8,9.5,1,1,0,1,1,79.8,66.4,1
STU1353,Charles Lopez,12.7,96.5,5.8,0,2,1,1,1,70.9,70.6,1
STU1354,William Miller,10.7,72.4,6.6,1,1,0,0,0,80.7,44.9,0
STU1355,Margaret Wilson,21.9,96.0,7.3,0,1,1,0,0,71.5,66.0,1
STU1356,Donald Martin,13.9,82.6,7.9,2,1,0,0,0,68.7,47.5,0
STU1357,Charles Anderson,13.0,88.0,6.3,0,2,1,0,0,84.7,77.6,1
STU1358,Jessica Lee,2.6,76.2,4.0,0,1,0,1,1,77.8,55.9,0
STU1359,Robert Williams,9.8,98.7,8.6,1,1,1,0,0,62.2,47.3,0
STU1360,Barbara Harris,10.7,75.3,7.9,1,1,0,0,1,69.7,49.9,0
STU1361,Karen Lee,11.2,81.1,4.9,0,1,1,0,0,72.3,54.4,0
STU1362,Patricia Lee,15.3,79.3,6.3,0,2,0,0,0,76.3,60.7,1
STU1363,Daniel Thomas,14.3,89.1,8.9,0,2,1,1,1,69.3,75.7,1
STU1364,Matthew Miller,16.0,68.2,8.7,3,0,1,0,0,86.0,44.5,0
STU1365,Richard Lee,19.6,95.8,8.1,1,2,1,1,1,55.0,67.9,1
STU1366,Elizabeth Miller,20.7,83.4,6.8,1,2,1,1,0,71.7,62.7,1
STU1367,Susan Jones,18.5,98.9,7.1,0,2,1,0,1,82.7,83.7,1
STU1368,John Thompson,24.0,87.7,6.8,0,1,1,0,0,85.5,73.7,1
STU1369,Mark Hernandez,2.4,88.9,8.4,0,2,1,1,0,79.1,58.5,0
STU1370,David Moore,6.5,79.5,5.9,1,0,1,0,1,79.1,58.1,0
STU1371,Joseph Lopez,2.2,94.9,6.0,0,1,1,0,1,60.2,43.1,0
STU1372,William Martinez,16.9,98.4,8.2,1,2,0,0,0,91.5,67.8,1
STU1373,Betty Lopez,22.7,42.2,6.9,0,1,1,0,0,63.5,49.7,0
STU1374,Thomas Garcia,7.6,89.0,8.7,0,0,1,1,0,78.3,71.6,1
STU1375,Michael Wilson,23.3,82.7,6.2,0,2,0,0,0,98.0,86.2,1
STU1376,Richard Davis,3.4,81.7,6.9,0,2,1,0,1,77.2,65.3,1
STU1377,Elizabeth Rodriguez,23.5,82.0,5.9,0,0,0,1,1,80.0,71.6,1
STU1378,Sarah Johnson,10.1,84.7,7.0,0,2,0,1,0,64.4,68.0,1
STU1379,Robert Jones,4.3,81.2,5.2,0,1,1,0,0,45.0,38.4,0
STU1380,Jennifer Jackson,13.2,93.1,6.4,1,1,1,1,1,75.9,67.2,1
STU1381,Linda Thomas,7.9,88.9,5.3,0,2,1,0,0,53.9,49.0,0
STU1382,Richard Smith,8.6,96.7,7.8,0,1,1,1,0,59.5,57.1,0
STU1383,Nancy Martin,9.1,85.9,7.9,0,0,1,0,0,53.5,45.3,0
STU1384,Thomas Miller,20.5,91.6,4.9,0,1,0,0,0,72.2,62.4,1
STU1385,Matthew Gonzalez,14.4,73.0,8.6,1,1,0,1,0,69.8,56.5,0
STU1386,Patricia Brown,9.2,79.9,10.0,0,1,1,0,1,70.3,63.0,1
STU1387,Jennifer Jackson,16.0,67.5,7.1,1,2,0,1,0,63.4,51.7,0
STU1388,Mark Lopez,18.5,84.3,6.2,0,2,1,0,0,87.9,78.0,1
STU1389,Nancy Miller,8.3,89.7,10.0,0,1,1,1,1,65.2,52.6,0
STU1390,Anthony Martinez,11.5,82.4,5.4,0,2,0,1,0,59.8,56.8,0
STU1391,Betty Jackson,4.8,72.1,7.0,0,0,1,0,0,65.0,46.5,0
STU1392,Michael Williams,6.2,81.5,7.2,0,0,1,1,0,88.4,65.9,1
STU1393,Richard Gonzalez,17.7,85.1,8.6,0,2,1,0,0,78.6,69.9,1
STU1394,Sarah Martin,6.2,71.4,7.4,0,0,1,1,1,58.9,50.7,0
STU1395,Margaret Davis,14.1,82.8,6.4,0,1,1,0,1,53.0,58.0,0
STU1396,Mark Rodriguez,18.3,70.8,5.9,0,1,0,1,0,70.3,66.1,1
STU1397,Michael Smith,4.5,84.6,6.6,0,1,1,0,1,66.7,52.1,0
STU1398,John Gonzalez,15.0,85.8,5.8,0,2,1,0,0,67.9,61.2,1
STU1399,Margaret Harris,7.9,73.1,7.1,0,1,1,0,1,45.0,50.6,0
STU1400,Donald Taylor,24.1,91.7,6.3,0,0,1,0,0,70.5,57.2,0
STU1401,Matthew White,13.1,51.9,5.2,0,1,1,1,0,83.4,54.6,0
STU1402,James Garcia,20.5,86.8,8.5,0,1,0,0,0,94.3,82.2,1
STU1403,Christopher Garcia,14.7,82.0,6.4,1,1,1,0,0,61.0,51.8,0
STU1404,Betty Lopez,3.0,91.0,5.5,0,1,1,0,0,71.8,52.7,0
STU1405,Richard Gonzalez,16.6,92.2,6.8,0,2,0,0,0,60.6,58.0,0
STU1406,Mark Anderson,23.9,91.4,7.1,3,2,0,0,1,97.3,63.3,1
STU1407,Christopher Thomas,15.8,94.3,4.9,0,1,1,1,0,77.4,64.7,1
STU1408,Nancy Lee,20.8,72.3,7.4,0,1,1,1,1,86.6,82.9,1
STU1409,David Jones,22.3,78.6,5.7,0,1,1,0,0,56.7,54.0,0
STU1410,Patricia Williams,7.2,77.9,9.1,0,2,1,0,1,73.3,62.6,1
STU1411,Charles Martin,6.9,97.7,7.6,0,2,1,0,1,67.7,59.7,0
STU1412,Matthew Moore,16.1,90.5,6.5,2,1,1,0,1,84.3,62.2,1
STU1413,Joseph Rodriguez,11.5,67.3,6.1,0,2,1,0,1,77.9,59.3,0
STU1414,Thomas Wilson,21.3,90.8,6.9,1,1,0,1,1,79.1,69.8,1
STU1415,Joseph Smith,22.7,85.5,7.7,0,0,1,0,0,71.4,58.3,0
STU1416,Christopher Perez,10.1,85.5,7.0,0,0,1,1,0,77.9,54.1,0
STU1417,Nancy Williams,7.4,66.5,6.7,0,1,1,0,0,62.9,45.6,0
STU1418,Jessica Thompson,20.0,70.0,7.1,1,1,1,0,0,63.6,45.4,0
STU1419,Matthew Hernandez,8.3,96.3,6.3,2,0,1,0,0,57.7,43.7,0
STU1420,Barbara Martinez,20.9,99.1,6.6,0,1,0,0,1,61.5,58.5,0
STU1421,Ashley Thomas,11.7,82.9,4.5,2,1,0,0,0,63.4,33.4,0
STU1422,Linda Garcia,17.4,90.2,8.2,0,1,0,1,0,88.3,75.1,1
STU1423,Barbara White,4.2,85.8,7.4,0,1,0,0,0,66.0,47.5,0
STU1424,Margaret Lee,16.3,78.2,6.1,0,0,1,1,1,66.1,56.8,0
STU1425,Linda Brown,12.4,85.1,9.3,0,1,0,0,0,80.0,60.1,1
STU1426,Betty Davis,15.5,70.0,7.1,0,1,0,0,0,60.6,47.3,0
STU1427,Betty Moore,5.9,95.6,5.8,0,1,1,0,0,67.8,51.5,0
STU1428,Margaret Jones,18.9,64.1,8.0,0,0,1,0,1,70.3,68.4,1
STU1429,William Brown,21.8,99.1,7.5,0,1,0,0,1,89.3,81.3,1
STU1430,Ashley Perez,7.0,51.9,7.5,0,0,1,0,1,45.0,40.6,0
STU1431,Donald Taylor,4.2,97.6,6.5,3,1,1,0,1,55.4,33.6,0
STU1432,William Smith,2.5,76.6,7.5,0,2,0,0,0,45.0,43.0,0
STU1433,Christopher Martin,16.8,58.9,6.7,0,0,0,0,1,66.8,42.1,0
STU1434,Richard Thomas,16.0,94.3,7.7,0,1,1,0,0,89.1,71.0,1
STU1435,Mark Gonzalez,14.6,86.2,4.7,0,0,1,0,0,66.2,58.0,0
STU1436,Susan Williams,7.3,86.7,6.5,1,1,1,1,0,60.4,43.8,0
STU1437,Mark Garcia,11.0,90.8,9.1,0,1,0,0,0,80.5,71.3,1
STU1438,Sarah Jackson,15.7,85.2,6.1,1,1,1,1,1,85.8,73.3,1
STU1439,Ashley Jones,13.4,66.9,6.3,0,1,1,0,0,67.4,50.0,0
STU1440,Joseph Harris,24.7,80.5,6.5,0,2,0,1,1,87.7,80.7,1
STU1441,Mary Martinez,5.1,83.0,5.5,0,1,1,0,0,51.3,37.1,0
STU1442,Lisa Moore,18.0,61.9,4.4,0,1,1,1,0,87.9,62.2,1
STU1443,Anthony Gonzalez,11.3,89.6,6.7,0,1,0,0,0,95.9,63.3,1
STU1444,Robert Thompson,11.8,82.1,7.2,0,2,1,1,1,75.7,71.0,1
STU1445,Lisa Smith,18.5,52.9,6.9,0,2,1,0,1,45.4,44.0,0
STU1446,Nancy Smith,17.9,87.3,6.8,0,1,0,0,0,68.4,63.1,1
STU1447,Sarah Anderson,24.8,79.6,7.1,3,2,1,0,0,86.8,59.4,0
STU1448,Thomas Hernandez,5.0,68.0,8.2,0,1,0,0,0,56.7,35.3,0
STU1449,Christopher Harris,4.4,77.2,6.8,0,2,1,0,0,78.0,61.4,1
STU1450,Nancy Taylor,18.7,65.6,6.3,0,2,0,0,1,79.5,68.8,1
STU1451,Richard Smith,15.3,71.9,6.7,0,0,0,0,0,62.2,52.3,0
STU1452,Mary Rodriguez,8.3,59.7,7.7,0,2,1,1,1,63.6,53.0,0
STU1453,John Smith,3.8,82.4,8.7,1,1,1,0,0,52.3,40.2,0
STU1454,Christopher Thomas,4.0,79.1,6.2,3,1,1,1,0,60.5,32.8,0
STU1455,Daniel Garcia,22.6,65.9,7.1,0,1,0,0,1,68.9,63.3,1
STU1456,Margaret Taylor,6.4,96.4,7.4,0,2,0,0,0,81.3,70.8,1
STU1457,Robert Jones,9.4,72.6,5.8,0,1,1,1,0,91.5,64.1,1
STU1458,Jennifer Williams,7.2,97.6,7.0,0,0,1,1,0,50.9,53.7,0
STU1459,Christopher Thompson,10.2,77.5,5.2,0,2,0,1,0,45.0,46.8,0
STU1460,Robert Lee,3.6,95.0,4.9,0,0,1,0,1,61.8,50.7,0
STU1461,Robert Martinez,13.9,92.9,7.4,0,0,1,0,0,54.5,45.3,0
STU1462,Elizabeth Jackson,3.6,94.9,6.5,0,1,1,0,1,65.3,55.9,0
STU1463,Thomas Lee,20.4,91.4,7.2,0,1,1,0,0,86.7,70.5,1
STU1464,Susan Rodriguez,7.4,80.6,7.0,0,1,0,0,0,83.6,54.3,0
STU1465,Susan Smith,14.4,94.4,5.8,0,0,1,1,0,75.8,70.8,1
STU1466,Charles Gonzalez,22.2,97.4,6.9,0,2,0,1,0,77.7,76.2,1
STU1467,Richard Brown,17.0,86.8,5.5,1,2,1,0,1,50.5,47.2,0
STU1468,Sandra Smith,14.3,83.2,8.7,0,1,1,0,1,71.8,64.1,1
STU1469,Thomas Davis,9.5,69.4,5.4,1,1,1,1,0,66.5,39.7,0
STU1470,Ashley Johnson,9.7,94.0,6.8,0,1,1,0,1,77.1,70.4,1
STU1471,Margaret Davis,17.4,49.4,5.7,0,1,1,0,1,60.5,48.2,0
STU1472,Michael Johnson,24.9,80.3,7.7,0,0,1,0,0,74.4,68.9,1
STU1473,Nancy Perez,17.2,72.4,6.6,0,0,1,0,1,54.6,57.9,0
STU1474,John Moore,14.8,88.1,6.4,2,2,1,1,0,45.2,39.5,0
STU1475,Barbara Smith,18.8,80.5,8.0,0,1,1,0,0,61.5,61.2,1
STU1476,Nancy Lopez,12.7,68.6,7.0,0,1,0,0,0,49.3,39.4,0
STU1477,Robert Harris,3.4,82.6,7.6,0,2,0,0,0,66.8,60.4,1
STU1478,Thomas Thomas,14.9,81.3,5.8,2,1,0,1,0,65.6,48.6,0
STU1479,Donald Anderson,24.0,73.2,5.3,0,1,1,1,0,71.4,65.4,1
STU1480,Daniel Anderson,6.0,96.2,7.1,3,1,1,0,0,55.1,26.2,0
STU1481,Robert Lee,17.9,90.8,6.6,2,0,1,0,1,45.0,39.8,0
STU1482,Susan Johnson,6.6,96.6,7.8,0,2,1,0,1,85.5,69.0,1
STU1483,David Jackson,14.3,78.8,6.9,1,1,1,0,1,58.9,57.9,0
STU1484,Michael Garcia,4.2,85.9,7.2,4,2,0,0,0,59.0,17.3,0
STU1485,Ashley Johnson,12.4,87.5,5.1,0,2,0,0,0,53.2,50.4,0
STU1486,Jennifer Moore,19.4,67.7,9.3,0,2,1,0,0,85.0,70.8,1
STU1487,Mary Moore,10.0,97.6,6.8,0,2,0,0,0,72.0,60.6,1
STU1488,Sandra Anderson,17.3,86.5,7.8,0,1,1,0,0,64.5,60.1,1
STU1489,Anthony Jackson,20.3,92.5,6.0,0,1,1,1,0,73.1,69.1,1
STU1490,Donald Johnson,23.3,88.6,7.4,0,1,1,0,1,98.0,87.9,1
STU1491,Karen Harris,7.4,48.0,5.4,0,1,1,0,1,59.9,44.4,0
STU1492,Jennifer Smith,11.2,96.2,7.5,0,2,1,1,0,68.8,67.3,1
STU1493,Lisa Anderson,5.5,74.2,6.6,0,1,0,0,0,51.9,27.7,0
STU1494,Margaret Thompson,24.8,97.2,7.0,1,2,1,1,1,59.4,70.6,1
STU1495,Elizabeth Jackson,23.3,87.3,7.8,0,2,1,0,0,77.5,67.2,1
STU1496,Thomas Jones,14.4,95.7,5.5,0,2,0,0,0,77.4,67.6,1
STU1497,Mark Brown,21.4,99.5,6.2,0,2,0,1,0,92.9,88.7,1
STU1498,Elizabeth White,14.0,76.9,7.5,0,1,1,0,0,45.0,42.6,0
STU1499,Thomas Martinez,16.3,85.9,9.5,2,0,0,1,0,60.1,45.6,0
STU1500,Thomas Martin,4.0,86.2,6.8,0,0,0,0,1,56.8,43.3,0
STU1501,Lisa Jones,19.4,87.7,7.7,0,1,1,0,1,76.3,76.5,1
STU1502,Mary Garcia,4.9,65.9,6.9,2,1,1,0,0,59.7,29.5,0
STU1503,Christopher Johnson,21.0,89.7,9.3,2,2,0,0,0,76.4,66.8,1
STU1504,Richard Hernandez,20.0,86.4,4.9,0,2,0,0,1,81.5,73.9,1
STU1505,David Thomas,18.3,88.6,7.1,1,1,1,0,0,64.7,55.5,0
STU1506,David Jackson,2.8,96.2,5.0,0,0,0,0,0,75.6,49.8,0
STU1507,Joseph Harris,9.0,83.5,4.0,0,0,1,0,0,72.6,52.9,0
STU1508,Daniel Thompson,8.1,77.1,7.4,0,0,1,1,0,61.8,43.0,0
STU1509,Jessica Hernandez,10.3,99.8,7.2,0,1,0,0,1,90.1,72.3,1
STU1510,Nancy Thomas,4.0,57.2,6.7,1,1,0,1,1,78.1,47.0,0
STU1511,Linda Brown,23.6,95.3,6.9,0,0,0,0,0,92.0,78.3,1
STU1512,Linda Brown,14.7,91.0,10.0,0,1,0,0,0,45.0,51.6,0
STU1513,Lisa Harris,9.0,96.4,6.7,2,0,0,1,0,88.3,48.5,0
STU1514,John Williams,11.1,95.2,7.6,0,1,1,0,0,80.4,64.6,1
STU1515,Anthony Moore,12.3,70.9,6.2,3,1,0,0,1,92.2,42.3,0
STU1516,Mark Jackson,15.8,88.8,7.4,4,1,1,0,1,88.5,40.4,0
STU1517,Charles Lee,13.9,81.5,6.7,0,1,1,0,0,89.9,69.5,1
STU1518,Robert Moore,23.1,57.0,6.5,0,2,0,0,1,85.3,73.4,1
STU1519,Margaret Martinez,13.4,76.2,9.2,0,1,0,1,1,86.0,74.5,1
STU1520,Mark Perez,24.8,88.0,8.4,0,1,0,0,1,98.0,90.9,1
STU1521,Christopher Garcia,21.6,94.1,7.2,0,2,0,1,0,81.6,75.1,1
STU1522,James Jones,6.8,89.7,4.2,0,1,1,0,0,47.7,35.3,0
STU1523,William Lopez,23.4,75.1,6.6,3,2,0,0,1,74.0,51.0,0
STU1524,Betty Wilson,4.7,68.0,10.0,0,1,1,0,0,66.3,47.8,0
STU1525,Mary Taylor,20.8,75.6,6.7,0,1,1,1,1,76.5,68.8,1
STU1526,Susan Gonzalez,10.8,94.1,8.3,0,0,1,1,1,55.4,58.3,0
STU1527,Anthony Rodriguez,22.2,98.1,8.7,0,1,1,0,1,60.5,68.1,1
STU1528,Betty Harris,22.0,96.9,7.3,2,1,1,0,0,70.9,48.7,0
STU1529,Joseph Harris,20.5,93.7,6.0,0,0,0,0,1,87.8,71.9,1
STU1530,Nancy Anderson,20.2,85.0,4.1,0,1,0,0,0,95.5,66.3,1
STU1531,Lisa Hernandez,9.0,98.8,7.8,0,1,1,0,1,80.7,69.1,1
STU1532,Donald Thomas,3.9,66.7,6.0,0,0,0,1,0,73.4,44.0,0
STU1533,Mark Taylor,11.3,90.2,7.2,0,1,1,0,0,69.2,62.4,1
STU1534,Betty Brown,6.0,92.7,5.5,0,1,1,1,1,45.4,55.5,0
STU1535,James Davis,18.0,67.3,6.7,0,0,1,0,0,66.7,56.1,0
STU1536,Thomas Williams,10.0,85.7,7.0,2,1,1,0,0,65.4,34.7,0
STU1537,Mark Martin,24.4,81.9,7.3,2,2,1,0,1,73.5,68.0,1
STU1538,Joseph Anderson,16.7,85.6,5.7,0,1,1,1,0,74.5,71.5,1
STU1539,Donald White,20.9,73.7,8.4,1,1,1,1,0,80.7,65.3,1
STU1540,Nancy Wilson,5.0,97.2,6.3,0,1,1,0,0,76.5,62.2,1
STU1541,Betty Thompson,21.8,87.2,5.0,0,1,1,0,1,74.9,67.3,1
STU1542,Susan White,23.2,76.4,6.9,0,2,1,0,0,54.8,52.2,0
STU1543,Mary Gonzalez,13.2,80.7,7.0,0,1,1,0,0,64.5,51.8,0
STU1544,Betty Wilson,15.9,86.7,7.2,0,0,1,0,0,73.9,67.3,1
STU1545,Anthony White,19.6,94.5,8.6,0,1,1,1,0,92.2,75.3,1
STU1546,Charles Miller,6.0,93.0,6.7,0,2,1,0,0,59.6,52.0,0
STU1547,John Anderson,13.6,94.9,6.9,1,0,0,1,0,78.9,58.5,0
STU1548,Daniel Wilson,11.2,99.3,5.7,0,2,1,0,0,75.0,61.4,1
STU1549,David Anderson,5.4,92.5,8.0,0,2,0,0,0,66.3,53.2,0
STU1550,Margaret Gonzalez,10.5,97.7,7.2,2,0,1,1,0,81.8,53.2,0
STU1551,Sarah Garcia,3.6,82.2,6.5,0,2,1,0,1,54.9,46.8,0
STU1552,John Jackson,2.6,82.0,4.7,0,1,1,1,0,55.1,37.5,0
STU1553,Joseph Harris,5.1,85.7,8.7,1,2,0,0,0,64.5,47.5,0
STU1554,Daniel Jones,24.2,91.4,5.5,0,1,1,0,0,73.0,72.5,1
STU1555,Margaret Martinez,14.6,72.7,6.3,0,1,1,1,0,76.4,65.4,1
STU1556,Michael Harris,24.2,91.9,7.4,0,1,0,1,1,72.3,73.6,1
STU1557,Thomas Miller,11.9,79.9,5.6,1,2,0,0,1,71.9,49.2,0
STU1558,Nancy Lopez,9.2,80.9,5.2,0,0,1,0,0,65.9,46.5,0
STU1559,Matthew Taylor,13.6,79.8,4.5,1,1,1,1,0,73.1,59.0,0
STU1560,Richard Martin,12.1,75.6,7.9,0,0,0,1,0,63.2,55.6,0
STU1561,Matthew Brown,4.4,82.6,6.3,0,1,1,0,0,59.5,48.0,0
STU1562,Elizabeth Williams,16.7,88.0,10.0,1,1,1,1,1,75.4,72.5,1
STU1563,William Gonzalez,7.0,47.5,5.8,0,1,1,0,0,62.8,41.0,0
STU1564,Sarah Anderson,16.3,87.2,5.9,0,1,1,0,0,73.7,62.1,1
STU1565,Patricia Anderson,17.0,97.4,6.3,0,0,1,0,0,96.3,75.6,1
STU1566,Nancy Johnson,5.5,76.9,7.3,1,0,1,0,0,51.7,31.0,0
STU1567,Joseph Davis,3.4,95.5,6.4,0,0,1,1,1,63.9,49.0,0
STU1568,Linda Taylor,20.0,90.6,7.7,0,1,0,0,0,58.3,62.7,1
STU1569,Barbara Jackson,12.6,96.6,5.8,0,2,0,1,1,76.7,76.3,1
STU1570,Elizabeth Rodriguez,3.3,76.2,5.3,2,0,1,0,0,48.4,16.5,0
STU1571,Robert Garcia,24.9,86.4,4.8,0,2,1,1,0,77.2,77.9,1
STU1572,Karen Johnson,3.3,69.2,4.3,0,2,1,1,0,56.2,49.8,0
STU1573,Anthony White,18.0,79.8,6.4,0,1,1,0,1,77.4,67.4,1
STU1574,Anthony Gonzalez,24.6,94.0,6.6,0,1,1,0,0,74.8,68.2,1
STU1575,Jennifer Jones,7.5,61.2,6.2,0,2,1,0,0,55.7,43.4,0
STU1576,Matthew Smith,5.3,88.1,8.5,0,0,0,1,1,82.3,61.9,1
STU1577,Christopher Perez,4.8,71.0,8.5,0,1,1,1,0,65.5,48.9,0
STU1578,Christopher Garcia,9.0,62.1,6.6,1,1,0,0,1,57.4,41.3,0
STU1579,Jennifer Thompson,4.3,93.6,4.8,1,1,1,1,0,62.1,37.8,0
STU1580,Jessica Brown,17.9,91.6,6.3,0,2,0,0,1,95.5,74.1,1
STU1581,Sandra Hernandez,3.4,68.0,6.3,1,0,1,0,0,57.8,31.0,0
STU1582,Sandra White,13.7,75.0,6.2,0,1,0,1,1,61.6,57.9,0
STU1583,Daniel Rodriguez,24.9,89.5,6.2,1,1,0,0,1,72.8,67.0,1
STU1584,Daniel Williams,20.7,93.1,6.2,0,1,0,1,0,71.6,76.1,1
STU1585,Charles Davis,16.2,71.8,6.5,0,1,1,0,1,64.2,58.6,0
STU1586,Robert Brown,9.0,92.4,6.2,2,1,1,0,1,53.4,41.8,0
STU1587,Lisa Garcia,16.3,90.1,7.2,1,2,1,0,0,60.7,50.3,0
STU1588,Mary Martin,14.1,83.7,7.4,0,1,1,0,0,61.5,58.5,0
STU1589,Margaret Hernandez,11.8,96.7,5.9,0,2,1,1,0,78.7,66.6,1
STU1590,Patricia Anderson,5.0,75.0,8.5,0,1,1,0,1,58.3,50.1,0
STU1591,Jennifer Perez,22.4,80.9,5.8,0,0,1,0,1,75.2,66.6,1
STU1592,Thomas White,12.3,81.3,5.1,0,0,0,0,0,85.0,61.7,1
STU1593,Jennifer Jackson,6.5,86.5,7.5,0,0,0,0,0,81.3,50.2,0
STU1594,Sandra Harris,10.5,81.7,6.0,1,1,1,1,0,64.9,39.7,0
STU1595,Mary Anderson,11.5,66.9,7.4,0,1,1,0,0,59.3,47.3,0
STU1596,David Davis,21.0,86.6,4.1,0,2,1,0,0,67.1,64.6,1
STU1597,Betty Jackson,18.9,98.1,8.7,0,2,1,1,0,85.8,81.9,1
STU1598,Richard Lopez,19.7,87.7,7.8,0,0,0,0,0,74.1,68.4,1
STU1599,Robert Garcia,2.3,91.6,5.2,0,1,1,1,0,58.6,49.2,0
STU1600,Betty Perez,11.6,85.0,5.2,0,1,1,0,1,59.9,52.1,0
STU1601,Patricia Jackson,13.1,97.3,9.0,1,1,1,0,1,63.5,48.9,0
STU1602,Karen Smith,2.4,97.3,6.1,1,0,1,1,1,68.0,48.4,0
STU1603,Karen Taylor,8.0,86.9,6.0,0,0,1,1,1,51.3,54.1,0
STU1604,Barbara Anderson,19.5,85.8,4.3,0,2,1,0,0,88.0,69.3,1
STU1605,James Wilson,5.2,89.0,6.6,0,2,0,0,0,58.7,48.9,0
STU1606,Ashley Garcia,14.3,68.1,6.7,1,0,0,0,0,67.5,45.2,0
STU1607,Robert Hernandez,6.9,76.7,7.9,1,1,1,0,1,48.7,36.1,0
STU1608,Donald Brown,2.3,96.4,5.3,0,1,1,1,1,63.8,57.6,0
STU1609,Richard Hernandez,7.5,88.0,5.2,0,2,0,0,1,62.9,61.2,1
STU1610,John Smith,24.4,81.1,7.5,1,1,1,0,1,78.8,67.7,1
STU1611,Jennifer Moore,20.4,89.0,8.2,0,0,1,1,0,95.0,74.3,1
STU1612,Lisa Martinez,24.1,75.3,5.1,0,2,1,0,0,80.3,69.2,1
STU1613,Robert Thompson,13.2,83.6,8.3,2,1,0,0,0,61.2,32.7,0
STU1614,Elizabeth Lopez,4.5,71.7,7.0,0,1,1,1,0,53.5,45.5,0
STU1615,Mary Gonzalez,14.6,85.2,8.3,0,1,1,1,0,79.3,70.5,1
